objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,objectWikidata_URL,isTimelineWork,GalleryNumber,constituents_constituentID,constituents_role,constituents_name,constituents_constituentULAN_URL,constituents_constituentWikidata_URL,constituents_gender,tags_term,tags_AAT_URL,tags_Wikidata_URL,measurements_elementName,measurements_elementDescription,measurements_elementMeasurements.Diameter,measurements_elementMeasurements.Depth,measurements_elementMeasurements.Height,measurements_elementMeasurements.Width,measurements_elementMeasurements.Weight
22,False,16.74.43,1916,False,,,[],The American Wing,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,,,,,,,,,,,,1881,1881,1881,Silver,Diam. 1/2 in. (1.3 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Guatemala,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/22,,False,,,,,,,,Advertisements,http://vocab.getty.edu/page/aat/300193993,https://www.wikidata.org/wiki/Q39911916,Other,Object diameter,1.905,,,,
23,False,16.74.44,1916,False,,,[],The American Wing,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,,,,,,,,,,,,1878,1878,1878,Silver,Diam. 1/2 in. (1.3 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Guatemala,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/23,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
24,False,16.74.33,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/24,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
25,False,16.74.34,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/25,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
26,False,16.74.35,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/26,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
27,False,16.74.36,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/27,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
28,False,16.74.38,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/28,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
29,False,16.74.39,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/29,,False,,,,,,,,,,,Other,Object diameter,1.905,,,,
30,False,16.74.37,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1885,1885,1885,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/30,,False,,,,,,,,,,,Other,Object diameter,5.3975,,,,
31,False,16.74.40,1916,False,,,[],The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1885,1885,1885,Nickel,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/31,,False,,,,,,,,,,,Overall,,,7.0,7.0,8.9,
32,False,09.9.15,1909,False,,,[],The American Wing,Pesos,"Coin, 20 Pesos",Mexican,,,,,,,,,,,,,,,,,1866,1866,1866,Gold,Diam. 2 1/8 in. (5.4 cm),"Gift of H. R. Ickelheimer, 1909",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/32,,False,,,,,,,,,,,Overall,,,13.0175,61.9,37.1,
33,False,64.62,1964,False,,,[],The American Wing,Bust,Bust of Abraham Lincoln,American,,,,,Maker,,James Gillinder and Sons,"American, 1861–ca. 1930",,"Gillinder and Sons, James",American,1861,1930,,,,1876,1876,1876,Pressed glass,2 3/4 x 3 1/2 x 2 3/4 in. (7 x 8.9 x 7 cm),"Gift of Teunis G. B. Cortelyou, 1964",Made in,Philadelphia,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/33,,False,774,,,,,,,,,,Overall,,,23.495,49.3713,33.0,10.977
34,False,1970.289.6,1970,True,https://images.metmuseum.org/CRDImages/ad/original/204788.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/204788.jpg,[],The American Wing,Clock,Acorn Clock,American,,,,,Maker,,Forestville Manufacturing Company,1835–1853,,Forestville Manufacturing Company,,1835,1853,,,,1847–50,1847,1850,"Mahogany, laminated",24 3/8 x 14 5/8 x 5 1/8 in. (61.9 x 37.1 x 13 cm),"Gift of Mrs. Paul Moore, 1970",Made in,Bristol,Connecticut,,United States,New England,,,,,,,,,2021-06-30T04:39:57.037Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/34,,False,774,,,,,,,,,,Other,Cover,12.2238,,10.795,,0.6001
35,True,04.1a–c,1904,False,,,[],The American Wing,Vase,The Adams Vase,American,,,,,Designer,Designed by,Paulding Farnham,1859–1927,,"Farnham, Paulding",,1859,1927,,https://www.wikidata.org/wiki/Q13476260,http://vocab.getty.edu/page/ulan/500336597,1893–95,1893,1895,"Gold, amethysts, spessartites, tourmalines, fresh water pearls, quartzes, rock crystal, and enamel","Overall: 19 7/16 x 13 x 9 1/4 in. (49.4 x 33 x 23.5 cm); 352 oz. 18 dwt. (10977 g)
Body: H. 18 7/8 in. (47.9 cm)
Cover: 4 1/4 x 4 13/16 in. (10.8 x 12.2 cm); 19 oz. 6 dwt. (600.1 g)","Gift of Edward D. Adams, 1904",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/35,https://www.wikidata.org/wiki/Q83545838,True,706,,,,,,,,,,Other,Body,,,47.9426,,
36,False,1976.319,1976,False,,,[],The American Wing,Side Chair,Side Chair,American,,,,,Maker,,Conrad Henninger,active ca. 1888–1932,,"Henninger, Conrad",,1885,1932,,,,ca. 1887,1884,1887,"Oak, tulip poplar",40 x 25 1/2 x 34 1/2 in. (101.6 x 64.8 x 87.6 cm),"Gift of Charlotte Pickman-Gertz, 1976",Made in,Lebanon,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/36,,False,774,,,,,,,,,,Overall,,,87.6302,101.6,64.8,
37,False,38.165.51,1938,True,https://images.metmuseum.org/CRDImages/ad/original/DP247752.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP247752.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP247756.jpghttps://images.metmuseum.org/CRDImages/ad/original/117430.jpg,The American Wing,Figure,Figure of Admiral George Rodney,British (American market),,,,,Maker,,Pierre Stephan,"French, active ca. 1770–95",,"Stephan, Pierre",French,1765,1795,,,http://vocab.getty.edu/page/ulan/500100483,ca. 1785,1782,1785,"Earthenware, basalt",H. 12 in. (30.5 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,Staffordshire,England,West Midlands,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/37,,False,774,,,,,,,,,,Overall,,,,30.5,,
38,False,38.165.50,1938,True,https://images.metmuseum.org/CRDImages/ad/original/DP247753.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP247753.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP247755.jpg,The American Wing,Figure,Figure of Admiral Samuel Hood,British (American market),,,,,Maker,,Pierre Stephan,"French, active ca. 1770–95",,"Stephan, Pierre",French,1765,1795,,,http://vocab.getty.edu/page/ulan/500100483,ca. 1785,1782,1785,"Earthenware, basalt",H. 12 3/8 in. (31.4 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,Staffordshire,England,West Midlands,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38,,False,774,,,,,,,,,,Overall,,,,31.4,,
39,False,18.11.10,1918,True,https://images.metmuseum.org/CRDImages/ad/original/37808.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/37808.jpg,[],The American Wing,Advertisement,Advertisement for Norwich Stone Ware Factory,American,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Paper,11 x 9 in. (27.9 x 22.9 cm),"Rogers Fund, 1918",Made in,Norwich,Connecticut,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39,,False,,,,,,,,,,,Overall,,,,27.9,22.86,
40,False,46.140.143,1946,True,https://images.metmuseum.org/CRDImages/ad/original/174118.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/174118.jpg,[],The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,New England Glass Company,,1818,1888,,https://www.wikidata.org/wiki/Q17083157,http://vocab.getty.edu/page/ulan/500356007,1830–70,1830,1870,Pressed glass,H. 6 9/16 in. (16.7 cm); Diam. 3 in. (7.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,East Cambridge,Massachusetts,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40,,False,774,,,,,,,,,,Other,,7.62,,16.6688,,
41,False,46.140.864,1946,True,https://images.metmuseum.org/CRDImages/ad/original/187154.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/187154.jpg,[],The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,Union Glass Company,"American, Somerville, Massachusetts",,Union Glass Company,American,,,,,,1850–70,1850,1870,Pressed glass,H. 6 1/4 in. (15.9 cm); Diam. 2 15/16 in. (7.5 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Somerville,Massachusetts,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/41,,False,774,,,,,,,,,,Other,,7.4613,,15.875,,
42,False,60.58.1,1960,True,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172134.jpg,https://images.metmuseum.org/CRDImages/ad/original/172133.jpg,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Brass, iron",30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"Sansbury-Mills Fund, 1960",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/42,,False,724,,,,,,,,,,Overall,,,35.2426,78.4,63.5,
43,False,60.58.2,1960,True,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172134.jpg,https://images.metmuseum.org/CRDImages/ad/original/172133.jpg,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Brass, iron",30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"Sansbury-Mills Fund, 1960",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/43,,False,724,,,,,,,,,,Overall,,,35.2,78.4227,63.5,
44,False,10.125.444a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17342.jpg,[],The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Brass,H. 27 in. (68.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/44,,False,774,,,,,,,,,,Overall,,,,68.5801,,
45,False,10.125.444b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17342.jpg,[],The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Brass,H. 27 in. (68.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/45,,False,774,,,,,,,,,,Overall,,,,68.5801,,
46,False,10.125.445a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/46,,False,,,,,,,,,,,Overall,,,,40.6401,,
47,False,10.125.445b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/47,,False,,,,,,,,,,,Overall,,,,40.6401,,
48,False,10.125.446a,1910,False,,,[],The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,H. 17 in. (43.2 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/48,,False,774,,,,,,,,,,Overall,,,,43.1801,,
49,False,10.125.446b,1910,False,,,[],The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,H. 17 in. (43.2 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/49,,False,774,,,,,,,,,,Overall,,,,43.1801,,
